term,snippet,lead_paragraph,abstract,source,print_page,headline__main,headline__print_headline,pub_date,news_desk,section_name,document_type,web_url,type_of_material,word_count,_id
Refugee Crisis,Is this year’s refugee crisis an extraordinary exception  or a sign of things to come?,My Sunday column took up the question of the world’s obligations to Syrian refugees  and looked back to an earlier column to question the wisdom of Germany’s present open door policy. Given the demographic pressure facing Europe over the next half-century— the aging of the native population and the rapid population growth to Europe’s southeast and (especially) south — I argued that the continent needs to manage migration policy very carefully  or risk a dramatic escalation of its existing assimilation problem (and the nativist backlash associated with it).,Is this year’s refugee crisis an extraordinary exception  or a sign of things to come?,The New York Times,,Will the World Come To Europe?,,2015-09-08T15:08:30+0000,OpEd,Opinion,article,https://douthat.blogs.nytimes.com/2015/09/08/will-the-world-come-to-europe/,News,,nyt://article/840cfb08-1276-55f3-99cc-64117b215701
Refugee Crisis,Parties in opposition to immigration  Islam’s influence and the European Union are pointing out the difficulty of now shutting the migrant tap.,LONDON — As Europe basks in good feelings over its generosity to thousands of migrants and asylum seekers last weekend  critical voices from the political right and far right are poised to become among the biggest beneficiaries of the continuing flow.,Parties in opposition to immigration  Islam’s influence and the European Union are pointing out the difficulty of now shutting the migrant tap.,The New York Times,10,Migrant Influx May Give Europe’s Far Right a Lift,Migrant Influx May Give Europe&#8217;s Far Right a Lift,2015-09-07T22:13:34+0000,Foreign,World,article,https://www.nytimes.com/2015/09/08/world/europe/right-wing-european-parties-may-benefit-from-migrant-crisis.html,News,,nyt://article/ca03eb6a-fec5-5f84-9534-4fb379a0d9d0
Refugee Crisis,Crossing a threshold in its battle with jihadist groups  Britain said it had killed two of its own citizens  suspected members of the Islamic State.,LONDON — Crossing a significant threshold in its battle with jihadist groups  Britain announced on Monday that it had conducted an armed drone strike for the first time inside Syria  killing three suspected members of the Islamic State  including two British citizens.,Crossing a threshold in its battle with jihadist groups  Britain said it had killed two of its own citizens  suspected members of the Islamic State.,The New York Times,4,Britain Says It Killed 3 ISIS Suspects in First Drone Strike in Syria,Britain Says First Drone Strike in Syria Hit ISIS Suspects,2015-09-07T13:25:48+0000,Foreign,World,article,https://www.nytimes.com/2015/09/08/world/europe/britain-says-it-killed-3-ISIS-suspects-in-first-drone-strike-in-syria.html,News,,nyt://article/d3824302-3a0f-5251-bfe4-ee1001b490c9
Refugee Crisis,Prime Minister Viktor Orban is spreading a message of intolerance. But more troubling is the possibility that his views could gain ground elsewhere in Europe.,SAN FRANCISCO — The scene at Budapest’s Keleti train station is returning to normal. Trains are running again  and most of the thousands of desperate people stranded there last week are on their way to other  more hospitable countries in Europe. Hungary  a country rarely in the news  is already fading from the headlines.,Prime Minister Viktor Orban is spreading a message of intolerance. But more troubling is the possibility that his views could gain ground elsewhere in Europe.,International New York Times,,Hungary's Xenophobic Response,Hungary's Xenophobic Response,2015-09-06T16:45:21+0000,OpEd,Opinion,article,https://www.nytimes.com/2015/09/07/opinion/hungarys-xenophobic-response.html,Op-Ed,,nyt://article/0251aa3a-5d1a-5330-925b-190fb2d08b08
Refugee Crisis,The drowning death of a 3-year-old Syrian  Aylan Kurdi  reflected a systematic failure of world leadership.,WATCHING the horrific images of Syrian refugees struggling toward safety — or in the case of Aylan Kurdi  3  drowning on that journey — I think of other refugees. Albert Einstein. Madeleine Albright. The Dalai Lama.,The drowning death of a 3-year-old Syrian  Aylan Kurdi  reflected a systematic failure of world leadership.,The New York Times,9,Refugees Who Could Be Us,Refugees Who Could Be Us,2015-09-04T22:38:38+0000,OpEd,Opinion,article,https://www.nytimes.com/2015/09/06/opinion/sunday/nicholas-kristof-refugees-who-could-be-us.html,Op-Ed,,nyt://article/60ae6975-2fda-5d8f-849f-f018ffef57aa
Refugee Crisis,The heartbreaking images of a Syrian boy who drowned may finally provoke more European leaders to act.,Photographs of a lifeless little boy  dressed in a red shirt and dark shorts  lying face down on a beach  and then  minutes later  cradled in the arms of a police officer  have taken the world by storm. These heartbreaking images of 3-year-old Aylan Kurdi  who drowned when the rubber dinghy that was to carry him and his Syrian family to safety in Greece capsized off the coast of Turkey on Wednesday  have succeeded  finally  in bringing home the terrible human cost of Europe’s failure to deal with a surging refugee crisis.,The heartbreaking images of a Syrian boy who drowned may finally provoke more European leaders to act.,The New York Times,18,Piercing the Denial on Refugees  ,Piercing the Denial on Refugees  ,2015-09-04T18:29:12+0000,Editorial,Opinion,article,https://www.nytimes.com/2015/09/05/opinion/piercing-the-denial-on-refugee-crisis.html,Editorial,,nyt://article/416f5001-cbfb-59f3-8c2e-4e79c1ca098c
Refugee Crisis,Gathering in Luxembourg  Foreign Ministers from European countries discussed how they plan to tackle the ongoing refugee crisis.,Gathering in Luxembourg  Foreign Ministers from European countries discussed how they plan to tackle the ongoing refugee crisis.,Gathering in Luxembourg  Foreign Ministers from European countries discussed how they plan to tackle the ongoing refugee crisis.,The New York Times,,European Ministers on the Migrant Crisis,,2015-09-04T17:11:23+0000,Foreign,World,multimedia,https://www.nytimes.com/video/world/europe/100000003891875/euro-foreign-ministers-on-migrant-crisis.html,Video,,nyt://video/78edc408-d0e4-521c-a645-b4e940555bae
Refugee Crisis,Senator Marco Rubio of Florida and Hillary Rodham Clinton find themselves in Puerto Rico on Friday at the same time. And Mr. Rubio is wasting little time previewing his idea of what the general election might look like.,Good Friday morning. Donald J. Trump had a big day on Thursday  but on Friday  other candidates  Senator Marco Rubio of Florida and Hillary Rodham Clinton  will find themselves in Puerto Rico at the same time. And Mr. Rubio is wasting little time previewing his idea of what the general election might look like.,Senator Marco Rubio of Florida and Hillary Rodham Clinton find themselves in Puerto Rico on Friday at the same time. And Mr. Rubio is wasting little time previewing his idea of what the general election might look like.,The New York Times,,Today in Politics: Marco Rubio and Hillary Clinton Have an Island All to Themselves,,2015-09-04T10:59:04+0000,Politics,U.S.,article,https://www.nytimes.com/politics/first-draft/2015/09/04/today-in-politics-marco-rubio-and-hillary-clinton-have-an-island-all-to-themselves/,News,,nyt://article/077254b9-7b9c-5bbc-bffb-e9a902bbf403
Refugee Crisis,After thousands embarked on a 300-mile march toward Germany on Friday  the government retreated from enforcing European immigration restrictions.,NICKELSDORF  Austria — Thousands of migrants who have been bottled up in Hungary  demanding passage to the West  will be allowed into Austria and Germany  the Austrian chancellor said late Friday. Early Saturday  the first buses carrying them arrived at the Hungary-Austria border.,After thousands embarked on a 300-mile march toward Germany on Friday  the government retreated from enforcing European immigration restrictions.,The New York Times,1,Migrants Cross Austria Border From Hungary,Migrants Cross Austria Border From Hungary,2015-09-04T09:18:36+0000,Foreign,World,article,https://www.nytimes.com/2015/09/05/world/europe/migrant-crisis-hungary.html,News,,nyt://article/4fda09f3-bb83-504f-802d-22ee76bf3b93
Refugee Crisis,As photographs of the young refugee appeared again and again in timelines on social media  a debate broke out about the ethics of sharing such graphic images.,At least 12 refugees fleeing the war in Syria  including two young boys  drowned on Wednesday while trying to reach the Greek island of Kos from the Turkish resort town of Bodrum  according to Turkey’s state-owned Anadolu news agency.,As photographs of the young refugee appeared again and again in timelines on social media  a debate broke out about the ethics of sharing such graphic images.,The New York Times,14,Brutal Images of Syrian Boy Drowned Off Turkey Must Be Seen  Activists Say,Sight of a Tiny Victim Stirs the World,2015-09-02T22:50:15+0000,Foreign,World,article,https://www.nytimes.com/2015/09/03/world/middleeast/brutal-images-of-syrian-boy-drowned-off-turkey-must-be-seen-activists-say.html,News,,nyt://article/53851c8c-de50-58ad-b5d4-79c56af09b02
Refugee Crisis,As with the Greek debt crisis  Germany once again finds itself compelled or condemned to lead by its wealth and size  and by the lack of leadership elsewhere.,LONDON — As the standoff intensified between the Hungarian police and hundreds of migrants desperate to board trains at a Budapest rail station  the migrants took up a chant on Wednesday: “Germany! Germany!”,As with the Greek debt crisis  Germany once again finds itself compelled or condemned to lead by its wealth and size  and by the lack of leadership elsewhere.,The New York Times,1,Migrant Crisis Gives Germany Familiar Role in Another European Drama,Migrant Crisis Gives Germany a Familiar Role in a New Drama ,2015-09-02T09:00:06+0000,Foreign,World,article,https://www.nytimes.com/2015/09/03/world/europe/germany-migrant-crisis.html,News Analysis,,nyt://article/f8d8ffe6-d205-5749-87a4-9d40a32fa4f8
Refugee Crisis,Iceland’s prime minister has said a council of ministers would explore how the island nation could take in migrants.,Responding to a growing international crisis  thousands of Iceland’s residents have taken to social media to put pressure on their government to take in more migrants.,Iceland’s prime minister has said a council of ministers would explore how the island nation could take in migrants.,The New York Times,8,Icelanders Use Facebook to Open Door to Refugees,Icelanders Use Facebook to Open Door to Refugees,2015-09-02T00:56:33+0000,Foreign,World,article,https://www.nytimes.com/2015/09/02/world/europe/iceland-residents-join-on-facebook-to-offer-help-to-refugees.html,News,,nyt://article/84a69a39-435c-5e0a-8a84-bb6d5d1d4e90
Refugee Crisis,Europe remains divided on how to handle the migrant crisis  even after a grim discovery in Vienna.,European leaders attending a summit meeting Thursday in Vienna had already shifted their focus to Europe’s growing refugee crisis when the terrible news came: the decomposing bodies of more than 70 people  assumed to be refugees smuggled into Europe  were discovered packed in a truck only miles away  apparently abandoned by human traffickers.,Europe remains divided on how to handle the migrant crisis  even after a grim discovery in Vienna.,The New York Times,22,A Refugee Tragedy in Austria  ,A Refugee Tragedy in Austria  ,2015-08-28T07:20:03+0000,Editorial,Opinion,article,https://www.nytimes.com/2015/08/28/opinion/a-refugee-tragedy-in-austria.html,Editorial,,nyt://article/d2d6ff7a-3d06-5fab-8980-f0de29ee6131
Refugee Crisis,For the tens of thousands of migrants flooding into Europe  smartphone maps  global positioning apps  social media and WhatsApp have become essential tools.,BELGRADE  Serbia — The tens of thousands of migrants who have flooded into the Balkans in recent weeks need food  water and shelter  just like the millions displaced by war the world over. But there is also one other thing they swear they cannot live without: a smartphone charging station.,For the tens of thousands of migrants flooding into Europe  smartphone maps  global positioning apps  social media and WhatsApp have become essential tools.,The New York Times,1,A 21st-Century Migrant’s Essentials: Food  Shelter  Smartphone,A 21st-Century Migrant&#8217;s Essentials: Food  Shelter  Smartphone,2015-08-25T17:58:39+0000,Foreign,World,article,https://www.nytimes.com/2015/08/26/world/europe/a-21st-century-migrants-checklist-water-shelter-smartphone.html,News,,nyt://article/0df1e1b5-6c59-54ff-8040-dbae4f22427d
Refugee Crisis,After fleeing violence in their Central American homelands  thousands of minors are crowding courtrooms in New York City and Long Island that are ill equipped to handle the volume.,Wearing Vans shoes and rubber-band bracelets  hair gel and shy smiles  the brothers Brayan and José looked like typical teenagers.,After fleeing violence in their Central American homelands  thousands of minors are crowding courtrooms in New York City and Long Island that are ill equipped to handle the volume.,The New York Times,13,Immigration Crisis Shifts From Border to Courts,Immigration Crisis Shifts From Border to Courts,2015-08-23T12:29:49+0000,Metro,New York,article,https://www.nytimes.com/2015/08/24/nyregion/border-crisis-shifts-as-undocumented-childrens-cases-overwhelm-courts.html,News,,nyt://article/32179f2b-e036-5cf4-811e-7da8b2f413ca
Refugee Crisis,The country expects up to 800 000 asylum seekers or refugees this year  and its interior minister said that “it is also time for European solutions.”,BERLIN — Germany expects as many as 800 000 asylum seekers or refugees this year  four times the number who came last year  Interior Minister Thomas de Maizière said on Wednesday in announcing new actions to cope with the biggest influx since the aftermath of World War II.,The country expects up to 800 000 asylum seekers or refugees this year  and its interior minister said that “it is also time for European solutions.”,The New York Times,9,Germany Announces Plan to Cope with Migrant Influx,World Briefing | Europe; Germany: Government Predicts a Sharp Rise in Migrant Arrivals,2015-08-19T18:27:25+0000,Foreign,World,article,https://www.nytimes.com/2015/08/20/world/europe/germany-de-maiziere-migrants-refugees-asylum.html,News,,nyt://article/aed77206-234e-58a9-b4fc-c2b734e30445
Refugee Crisis,Chancellor Angela Merkel said she expected the I.M.F. to participate in the new bailout as Germany’s Parliament prepared to vote on the package this week.,BERLIN — Chancellor Angela Merkel said on Sunday that she expected the International Monetary Fund to take part in the new bailout for Greece  as she sought to head off opposition to the aid package in the German Parliament.,Chancellor Angela Merkel said she expected the I.M.F. to participate in the new bailout as Germany’s Parliament prepared to vote on the package this week.,The New York Times,6,Merkel Seeks to Head Off Opposition to Greek Bailout,Merkel Seeks to Head Off Opposition to Bailout,2015-08-16T22:48:31+0000,Foreign,World,article,https://www.nytimes.com/2015/08/17/world/europe/merkel-seeks-to-head-off-opposition-to-greek-bailout.html,News,,nyt://article/654b25ed-770b-5f42-b382-c191812f4b73
Refugee Crisis,With resentment against new arrivals growing  European nations must do more to help Greece and Italy cope.,It is one of the tragedies of the European refugee crisis that the country with the fewest means  Greece  is the one coping with the greatest number of migrants fleeing tumult and poverty in the Middle East and Africa.,With resentment against new arrivals growing  European nations must do more to help Greece and Italy cope.,The New York Times,8,Ugly Attacks on Refugees in Europe,Ugly Attacks on Refugees in Europe  ,2015-08-15T18:30:04+0000,Editorial,Opinion,article,https://www.nytimes.com/2015/08/16/opinion/sunday/ugly-attacks-on-refugees-in-europe.html,Editorial,,nyt://article/3842b406-1ea1-56f3-8070-735823956db8
Refugee Crisis,Children are resilient when given a chance. It’s a shame how few are.,The world is facing the biggest refugee crisis since World War II  a staggering 60 million people displaced from their homes  four million from Syria alone. World leaders have abdicated their responsibility for this unlucky population  around half of whom are children.,Children are resilient when given a chance. It’s a shame how few are.,The New York Times,19,The Plight of Refugees  the Shame of the World,Refugees  the World’s Shame,2015-08-13T12:45:30+0000,Editorial,Opinion,article,https://www.nytimes.com/2015/08/14/opinion/zeynep-tufekci-the-plight-of-child-refugees.html,Op-Ed,,nyt://article/99d582fb-46eb-51e9-a047-4e5ebbc77ed6
Refugee Crisis,Envoys  including from Middle Eastern powers  have been meeting recently to try to head off a Syrian collapse that could strengthen the Islamic State.,BEIRUT  Lebanon — With President Bashar al-Assad of Syria facing battlefield setbacks  diplomats from Russia  the United States and several Middle Eastern powers are engaged in a burst of diplomatic activity  trying to head off a deeper collapse of the country that could further strengthen the militant group Islamic State.,Envoys  including from Middle Eastern powers  have been meeting recently to try to head off a Syrian collapse that could strengthen the Islamic State.,The New York Times,7,New Diplomacy Seen on U.S.-Russian Efforts to End Syrian Civil War,Battlefield Setbacks for Assad&#8217;s Forces Prompt a Flurry of Diplomacy on Syria ,2015-08-12T00:39:34+0000,Foreign,World,article,https://www.nytimes.com/2015/08/12/world/middleeast/new-diplomacy-seen-on-us-russian-efforts-to-end-syrian-civil-war.html,News,,nyt://article/46865081-b430-5fa3-826f-6f7831e814f2
Refugee Crisis,Anja Reschke  a German broadcaster  blamed a recent spate of “hateful Internet tirades” for inciting real-world violence against refugees.,Given two minutes to air her views on Germany’s response to the refugee crisis in Europe during a newscast on Wednesday night  Anja Reschke  a respected broadcaster  blamed a recent spate of what she called “hateful Internet tirades” for inciting real-world violence against foreigners  and she called on the public to speak up in favor of “decency.”,Anja Reschke  a German broadcaster  blamed a recent spate of “hateful Internet tirades” for inciting real-world violence against refugees.,The New York Times,,German Journalist Wades Into Online War Over Refugees,German Journalist Wades Into Online War Over Refugees,2015-08-08T00:13:37+0000,Foreign,World,article,https://www.nytimes.com/2015/08/08/world/europe/german-journalist-wades-into-online-war-over-refugees.html,News,,nyt://article/df4165c1-9734-5082-93cb-6032a9ce4760
Refugee Crisis,Katrin Bennhold  a reporter for The New York Times based in London  answers readers’ questions about the migrant crisis in Calais  France.,Thousands of migrants have crowded into a makeshift camp near the port city of Calais  France  close to the entrance to the tunnel underneath the English Channel.,Katrin Bennhold  a reporter for The New York Times based in London  answers readers’ questions about the migrant crisis in Calais  France.,The New York Times,,Q. and A.: Calais Has Become Flashpoint in Europe’s Migrant Crisis,,2015-08-05T10:00:27+0000,Foreign,World,article,https://www.nytimes.com/2015/08/06/world/europe/q-and-a-the-migrant-crisis-in-calais.html,News,,nyt://article/23a3e0d1-fd16-5e64-a0d9-310d3f33882b
Refugee Crisis,While the Iran deal will strengthen the Security Council’s hand in the Middle East  how that will influence Syria and Yemen  and the Israeli-Palestinians conflict  is a big unknown.,UNITED NATIONS — Within days  diplomats here say  the Security Council is expected to unanimously endorse the agreement reached in Vienna that aims to contain Iran’s ability to build a nuclear bomb.,While the Iran deal will strengthen the Security Council’s hand in the Middle East  how that will influence Syria and Yemen  and the Israeli-Palestinians conflict  is a big unknown.,The New York Times,13,Consensus Gives Security Council Momentum in Mideast  but Question Is How Much,Consensus Gives Security Council Momentum in Mideast  but Question Is How Much,2015-07-16T00:59:03+0000,Foreign,World,article,https://www.nytimes.com/2015/07/16/world/consensus-gives-security-council-momentum-in-mideast-but-question-is-how-much.html,News,,nyt://article/7e1d941d-1dc2-5535-91d0-553e6a50e78d
Refugee Crisis,On the island of Lesbos  some tourists have taken time away from the beach to help refugees fleeing Syria.,As the summer holiday season kicks off on the Greek island of Lesbos this year  some tourists have taken time away from the beach to join local volunteers offering aid to refugees who continue to arrive by sea in record numbers.,On the island of Lesbos  some tourists have taken time away from the beach to help refugees fleeing Syria.,The New York Times,,Tourists on Greek Island Join Local Volunteers to Aid Refugees,Tourists on Greek Island Join Local Volunteers to Aid Refugees,2015-07-08T02:30:07+0000,Foreign,World,article,https://www.nytimes.com/2015/07/08/world/europe/tourists-on-greek-island-join-local-volunteers-to-aid-refugees.html,News,,nyt://article/cbb55386-3ff2-5116-8435-ef8150a85550
Refugee Crisis,Prolonged confinement is damaging for families seeking protection in the United States.,Homeland Security Secretary Jeh Johnson took a step in the right direction last month when he announced “substantial changes” in how the department treats migrant families taken into custody along the southern border.,Prolonged confinement is damaging for families seeking protection in the United States.,The New York Times,8,Swift Release for Detained Migrants,Swift Release for Detained Migrants,2015-07-04T18:30:07+0000,Editorial,Opinion,article,https://www.nytimes.com/2015/07/05/opinion/sunday/swift-release-for-detained-migrants.html,Editorial,,nyt://article/5bfd7de5-3bb6-57b6-8629-8f181a29ff8d
Refugee Crisis,Most of those who have landed this year are entitled to be resettled as refugees under international law  the United Nations said.,UNITED NATIONS — Record numbers of people crossed the Mediterranean Sea in a bid to reach the shores of Europe in the first six months of this year  and most of them were entitled to be resettled as refugees under international law  the United Nations said Wednesday. ,Most of those who have landed this year are entitled to be resettled as refugees under international law  the United Nations said.,The New York Times,11,Record Number of Refugees Crossing to Europe  U.N. Says,Record Number of Migrants Crossing to Europe  U.N. Says,2015-07-01T04:00:07+0000,Foreign,World,article,https://www.nytimes.com/2015/07/01/world/europe/record-number-of-migrants-crossing-to-europe-un-says.html,News,,nyt://article/f0402eb9-8c71-59cb-bf89-bea815f3bd2a
Refugee Crisis,Asia’s giants could play leadership roles but see it as a losing issue that could diminish their clout and bilateral interests.,HONG KONG — When a deadly earthquake rocked Nepal in April  China and India rushed to send relief supplies and search-and-rescue teams. But when another humanitarian crisis — boats bearing thousands of migrants — appeared off Southeast Asian shores a month later  Asia’s two most populous countries said and did little. Instead  offers to resettle the migrants came from Gambia and the United States.,Asia’s giants could play leadership roles but see it as a losing issue that could diminish their clout and bilateral interests.,The New York Times,4,China and India Are Sitting Out Refugee Crisis,Asia Giants Are Quiet as a Crisis Worsens,2015-06-29T00:32:55+0000,Foreign,World,article,https://www.nytimes.com/2015/06/29/world/asia/china-and-india-are-sitting-out-refugee-crisis.html,News,,nyt://article/ce3a1280-a7ba-5b65-9b67-8a9eb4ef874a
Refugee Crisis,Shirking the obligation to protect refugees betrays our core values.,STRASBOURG  France — DURING the last seven decades  European countries have painstakingly tried to rebuild a continent once shattered by war and atrocities according to the values of solidarity and human rights. We built institutions to prevent the crimes of the past and we made a commitment to help those in need of protection.,Shirking the obligation to protect refugees betrays our core values.,The New York Times,19,You’re Better Than This  Europe,You’re Better Than This  Europe,2015-06-28T22:08:24+0000,OpEd,Opinion,article,https://www.nytimes.com/2015/06/29/opinion/youre-better-than-this-europe.html,Op-Ed,,nyt://article/46e58dcf-2def-5347-bec0-5be80b288686
Refugee Crisis,Our Sixth Annual Summer Reading Contest begins! Tell us what got your attention by June 19 at 7 a.m. Eastern. Winners from this week will be announced on June 30.,Our Sixth Annual Summer Reading Contest begins!,Our Sixth Annual Summer Reading Contest begins! Tell us what got your attention by June 19 at 7 a.m. Eastern. Winners from this week will be announced on June 30.,The New York Times,,Summer Reading Contest  Week 1 | What Interested You Most in The Times This Week?,,2015-06-12T09:08:36+0000,,Education,article,https://learning.blogs.nytimes.com/2015/06/12/summer-reading-contest-week-1-what-interested-you-most-in-the-times-this-week-2/,News,,nyt://article/5cdbc6db-7656-5721-89bc-4bdcd9298e77
Refugee Crisis,Reynold Levy’s chatty memoir recounts his tenure as the president of Lincoln Center.,When Reynold Levy was approached in the early 2000s about becoming the president of Lincoln Center  friends and colleagues gave him the advice embodied in the blunt title of this chatty memoir. The performing arts center on the Upper West Side  one of the largest in the world  had become a rat’s nest of competing fiefs and bureaucratic infighting. Who would want to lead it?,Reynold Levy’s chatty memoir recounts his tenure as the president of Lincoln Center.,The New York Times,46,‘They Told Me Not to Take That Job ’ by Reynold Levy,Notes of Discord,2015-05-29T15:24:17+0000,BookReview,Books,article,https://www.nytimes.com/2015/05/31/books/review/they-told-me-not-to-take-that-job-by-reynold-levy.html,Review,,nyt://article/2b1b7f71-7f1a-5c4a-ad22-6652f935409d
Refugee Crisis,Delegates from more than 17 governments agreed to assist the strife-torn native areas of would-be migrants  as a boat with 727 people was found off Myanmar.,BANGKOK — A meeting held here on Friday to address the continuing exodus of migrants and refugees from Myanmar and Bangladesh ended with a commitment by the participants to target the root causes of the crisis and an ambitious plan of assistance for the impoverished and strife-torn native areas of would-be migrants.,Delegates from more than 17 governments agreed to assist the strife-torn native areas of would-be migrants  as a boat with 727 people was found off Myanmar.,The New York Times,4,Asian States Say They’ll Focus on Causes of Migrant Crisis,Asian States Say They&#8217;ll Focus on Causes of Migrant Crisis,2015-05-29T09:49:40+0000,Foreign,World,article,https://www.nytimes.com/2015/05/30/world/asia/myanmar-deflects-un-criticism-over-rohingya.html,News,,nyt://article/5ba1e8ff-a4b4-592e-bf15-b17524fd5da4
Refugee Crisis,Many Iraqi Shiites are looking with distrust at Sunni civilians displaced by attacks by Sunni militants in the Islamic State.,AMIRIYAT FALLUJA  Iraq — On one side of a rickety bridge that spans a narrow stretch of the Euphrates River were panicked families on the run from Islamic State forces  hoping to escape Anbar Province and reach safety in Baghdad. On the other side were Iraqi Army officers and Shiite militiamen  under orders to keep the bridge closed because of fears that militants could slip in among the displaced civilians.,Many Iraqi Shiites are looking with distrust at Sunni civilians displaced by attacks by Sunni militants in the Islamic State.,The New York Times,1,Sunnis Fleeing ISIS Find Few Doors Open Elsewhere in Iraq,Sunnis Fleeing ISIS Find Few Doors Are Open Elsewhere in Iraq,2015-05-27T21:41:09+0000,Foreign,World,article,https://www.nytimes.com/2015/05/28/world/middleeast/sunnis-fleeing-islamic-state-fight-turned-away-in-iraq.html,News,,nyt://article/ada06eac-d479-587e-9e2e-be746a5394aa
Refugee Crisis,As an Asean member  it must use its influence over Myanmar to help the refugees.,KUALA LUMPUR  Malaysia — The figures are hard to keep up with: 575 on May 10; 800 on May 13; 300 on May 14; over 700 on May 15. These are the numbers of refugees from Myanmar and Bangladesh found or left drifting at sea  abandoned by human traffickers on overcrowded boats  where they face starvation  rape and murderous riots. An unknown number — several thousand  according to some estimates — still remain unaccounted for  facing a grim few weeks ahead unless they are found quickly by a newly established Malaysian-led search and rescue initiative. Meanwhile  mass graves are being discovered in makeshift holding camps for refugees in the jungle along the border between Malaysia and Thailand.,As an Asean member  it must use its influence over Myanmar to help the refugees.,International New York Times,,Malaysia’s Duty to the Rohingyas,Malaysia's Duty to the Rohingyas,2015-05-27T10:26:32+0000,OpEd,Opinion,article,https://www.nytimes.com/2015/05/28/opinion/tash-aw-malaysias-duty-to-the-rohingyas.html,Op-Ed,,nyt://article/e269f547-7860-5544-abed-878646db86e7
Refugee Crisis,Catch up on the week’s top stories as the U.S. honors Memorial Day.,Catch up on the week’s top stories as the U.S. honors Memorial Day.,Catch up on the week’s top stories as the U.S. honors Memorial Day.,The New York Times,,Your (Long) Weekend Briefing,,2015-05-25T13:05:39+0000,NYT Now,NYT Now,multimedia,https://www.nytimes.com/interactive/2015/05/25/nytnow/25wkdbriefing.html,Interactive Feature,,nyt://interactive/3252fd3a-31e6-5211-b70a-aa6b04e7e27e
Refugee Crisis,American and Asian officials seem determined to avert their eyes as the toll climbs in the Rohingya refugee crisis.,One of the world’s most beautiful regions  the seas of Southeast Asia — home to sparkling white beaches and $7 000-a-night beach villas — is becoming a scene of a mass atrocity.,American and Asian officials seem determined to avert their eyes as the toll climbs in the Rohingya refugee crisis.,The New York Times,27,Crisis at Sea,Crisis at Sea,2015-05-14T07:21:06+0000,Editorial,Opinion,article,https://www.nytimes.com/2015/05/14/opinion/nicholas-kristof-crisis-at-sea.html,Op-Ed,,nyt://article/0425a1d5-188e-56e7-aa0f-fd6a08d78e81
Refugee Crisis,The system  which calls for the 28 member states to take in numbers of migrants relative to their size  generated sharp opposition from several countries.,BRUSSELS — After months of criticism that it had been too slow and timid in addressing the flood of migrants heading toward its southern shores  the European Union authorities moved on Wednesday to spread the burden of the crisis among member states.,The system  which calls for the 28 member states to take in numbers of migrants relative to their size  generated sharp opposition from several countries.,The New York Times,10,E.U. Proposes Quota System to Address Migration Crisis,E.U. Proposes Quota System to Address Migration Crisis,2015-05-13T15:15:39+0000,Foreign,World,article,https://www.nytimes.com/2015/05/14/world/europe/european-union-migration-refugees-quota-proposal.html,News,,nyt://article/7c8566eb-abbd-5e86-b356-31dcde133e62
Refugee Crisis,How should the world respond to the persecution of the Rohingya in Myanmar?,In “More Than 1 000 Refugees Land on Malaysian Resort Island ” Thomas Fuller reports on a refugee crisis in Asia.,How should the world respond to the persecution of the Rohingya in Myanmar?,The New York Times,,6 Q’s About the News | More Than 1 000 Refugees Land on Malaysian Resort Island,,2015-05-12T08:30:33+0000,,Education,article,https://learning.blogs.nytimes.com/2015/05/12/6-qs-about-the-news-more-than-1000-refugees-land-on-malaysian-resort-island/,News,,nyt://article/af0c4161-ead1-52b5-8e62-089cc54fb1c3
Refugee Crisis,Ms. Smith  who is well-known in Washington development circles  would be in charge of the government’s response to humanitarian disasters and manage the agency’s $20 billion budget.,WASHINGTON — President Obama nominated Gayle Smith  a senior White House official  on Thursday to be the next administrator of the United States Agency for International Development  administration officials said.,Ms. Smith  who is well-known in Washington development circles  would be in charge of the government’s response to humanitarian disasters and manage the agency’s $20 billion budget.,The New York Times,6,Obama Nominates Gayle Smith to Lead U.S.A.I.D.,Obama Nominates a Leader for Aid Agency,2015-04-30T16:44:17+0000,Foreign,World,article,https://www.nytimes.com/2015/05/01/world/obama-to-nominate-gayle-smith-to-lead-usaid.html,News,,nyt://article/a804db74-2d3e-53bc-8a84-9659375e00a9
Refugee Crisis,President Obama’s trade agreements can enhance our national security as much as our economic security.,BERLIN — I strongly support President Obama’s efforts to conclude big  new trade-opening agreements with our Pacific allies  including Japan and Singapore  and with the whole European Union. But I don’t support them just for economic reasons.,President Obama’s trade agreements can enhance our national security as much as our economic security.,The New York Times,23,On Trade: Obama Right  Critics Wrong,On Trade: Obama Right  Critics Wrong,2015-04-29T07:20:09+0000,Editorial,Opinion,article,https://www.nytimes.com/2015/04/29/opinion/thomas-l-friedman-on-trade-obama-right-critics-wrong.html,Op-Ed,,nyt://article/3a67342f-5a35-57a2-9804-c663ae4d45d5
