term,snippet,lead_paragraph,abstract,source,print_page,headline__main,headline__print_headline,pub_date,news_desk,section_name,document_type,web_url,type_of_material,word_count,_id
Syria Refugee,Some 48 hours after the European Union reached a refugee deal with Turkey  Greek officials confronted widespread confusion about how to handle refugees.,MYTILENE  Greece — Standing on the southern coastline of the island of Lesbos  Molhim Zreiki peered through binoculars across the narrow strait of the Aegean Sea dividing Greece from Turkey. During the past nine months  hundreds of thousands of refugees had crossed these waters on smuggler rafts to reach Europe.,Some 48 hours after the European Union reached a refugee deal with Turkey  Greek officials confronted widespread confusion about how to handle refugees.,The New York Times,4,Deal Appears to Curb Migrant Flow  but Greece Still Faces ‘Uphill Effort’,Deal Appears to Curb Migrant Flow  but Greece Still Faces ‘Uphill Effort’,2016-03-22T00:06:08+0000,Foreign,World,article,https://www.nytimes.com/2016/03/22/world/europe/deal-appears-to-curb-migrant-flow-but-greece-still-faces-uphill-effort.html,News,,nyt://article/4fc14a22-1760-5a0b-b66e-671e83513f0e
Syria Refugee,The president has made so many direct or indirect references to Mr. Trump that the real estate tycoon has become something of a stump-speech trope for the president.,WASHINGTON — Donald J. Trump’s transformation from reality TV star to presidential candidate threatening to tear apart the Republican Party is eliciting a mixture of disbelief  outrage and laughter among Democrats  and none more so than President Obama.,The president has made so many direct or indirect references to Mr. Trump that the real estate tycoon has become something of a stump-speech trope for the president.,The New York Times,10,Donald Trump Is a Punch Line for Obama  Who Is Getting More Jokes Ready,Trump Is a Punch Line for Obama  Who Is Getting More Jokes Ready,2016-03-21T00:25:21+0000,National,U.S.,article,https://www.nytimes.com/2016/03/21/us/politics/donald-trump-is-a-punch-line-for-barack-obama-who-is-getting-more-jokes-ready.html,News,,nyt://article/4c35ea68-9a69-50c7-aa60-488a34665038
Syria Refugee,Critics of the German leader’s new deal say it may violate human rights standards  particularly as Turkey veers from democracy and Greece struggles to process refugees.,BERLIN — Chancellor Angela Merkel  alternately lauded for courage and reviled for recklessness in admitting more than one million migrants into Germany  finally has what she wanted: a European Union accord with Turkey to reduce and manage the influx.,Critics of the German leader’s new deal say it may violate human rights standards  particularly as Turkey veers from democracy and Greece struggles to process refugees.,The New York Times,8,Angela Merkel’s Trust in Turkey and Greece on Migrants Comes With Risks,Merkel&#8217;s Trust in Turkey and Greece to Stem Migrants Comes With Risks ,2016-03-20T22:09:29+0000,Foreign,World,article,https://www.nytimes.com/2016/03/21/world/europe/angela-merkel-faces-criticism-over-agreement-with-turkey.html,News,,nyt://article/74329341-c926-5dc2-9f4e-58cb94956486
Syria Refugee,After a European Union deal with Turkey took effect  migrants by the hundreds continued to reach the Greek islands  where processing centers were not yet adequately staffed.,ATHENS — Greece and the European Union scrambled on Sunday to put in place the people and the facilities needed to carry out a new deal intended to address the migrant crisis that is roiling Europe  as hundreds of migrants in rubber dinghies continued to land on the Greek islands from Turkey.,After a European Union deal with Turkey took effect  migrants by the hundreds continued to reach the Greek islands  where processing centers were not yet adequately staffed.,The New York Times,4,Greece Struggles to Enforce Migrant Accord on First Day,Greece Struggles to Enforce Migrant Accord as Hundreds Arrive on First Day ,2016-03-20T22:28:32+0000,Foreign,World,article,https://www.nytimes.com/2016/03/21/world/europe/greece-struggles-to-enforce-migrant-accord-on-first-day.html,News,,nyt://article/c05efde7-a37e-564d-a6ca-cbe7a7528ebe
Syria Refugee,Make no mistake. Donald Trump is an advocate of political violence.,“I THINK you’d have riots.” So said Donald J. Trump last week  when he was asked by CNN what he thought would happen if he arrived at the Republican Convention this summer a few delegates short of the 1 237 needed to win outright and didn’t set forth from Cleveland as the party’s nominee.,Make no mistake. Donald Trump is an advocate of political violence.,The New York Times,1,The Man the Founders Feared,The Man the Founders Feared,2016-03-19T18:30:26+0000,OpEd,Opinion,article,https://www.nytimes.com/2016/03/20/opinion/campaign-stops/the-man-the-founders-feared.html,Op-Ed,,nyt://article/9a1ec675-7c2b-55e6-9238-2c426866e537
Syria Refugee,A former leader of the Free Democratic Party  Mr. Westerwelle became the highest-ranking openly gay person in the German government.,BERLIN — Guido Westerwelle  who served as Germany’s first openly gay foreign minister and kept his country out of NATO’s intervention in Libya  died on Friday in Cologne. He was 54.,A former leader of the Free Democratic Party  Mr. Westerwelle became the highest-ranking openly gay person in the German government.,The New York Times,21,Guido Westerwelle Dies at 54; German Foreign Minister Opposed Libya Incursion,Guido Westerwelle  Who Kept Germany Out of NATO’s Libya Incursion  Dies at 54,2016-03-18T15:20:39+0000,Foreign,World,article,https://www.nytimes.com/2016/03/19/world/europe/guido-westerwelle-former-foreign-minister-of-germany-dies-at-54.html,Obituary (Obit),,nyt://article/e341b786-d7b2-5191-bdf0-597d149a16a3
Syria Refugee,The president has sold American power short. Trump's American irredentism feeds off this.,For any believer in the trans-Atlantic alliance  liberal interventionism and the overall beneficence of American power  President Obama’s long exposition of his foreign policy to Jeffrey Goldberg in The Atlantic made for pretty depressing reading.,The president has sold American power short. Trump's American irredentism feeds off this.,International New York Times,,Obama's Flawed Realism,Obama's Flawed Realism,2016-03-18T11:01:59+0000,Editorial,Opinion,article,https://www.nytimes.com/2016/03/19/opinion/obamas-flawed-realism.html,Op-Ed,,nyt://article/4a740ad0-a1d1-52e4-84a2-e3a32f2dc506
Syria Refugee,The designation of the group’s actions as genocide puts a spotlight on the problems of Syrian refugees and other survivors of its brutal campaign.,Since the Holocaust  the United States has designated wide-scale killing as genocide only four times: Cambodia in 1989  Bosnia in 1993  Rwanda in 1994 and Sudan in 2004. To those it has now added the Islamic State’s rampage in Iraq and Syria  Secretary of State John Kerry announced on Thursday.,The designation of the group’s actions as genocide puts a spotlight on the problems of Syrian refugees and other survivors of its brutal campaign.,The New York Times,26,Genocide and the Islamic State,Genocide and the Islamic State,2016-03-18T07:21:04+0000,Editorial,Opinion,article,https://www.nytimes.com/2016/03/18/opinion/genocide-and-the-islamic-state.html,Editorial,,nyt://article/3a908f40-668b-53e1-80bf-49d81f374157
Syria Refugee,Fonts and letterforms are more than just design. They’re the very fabric of civilization. So what happens when we can’t write together?,Fonts and letterforms are more than just design. They’re the very fabric of civilization. So what happens when we can’t write together?,Fonts and letterforms are more than just design. They’re the very fabric of civilization. So what happens when we can’t write together?,The New York Times,120,The Ever-Evolving Typographic Life of the Arabic Language,Graphic Content,2016-03-17T16:55:33+0000,TStyle,T Magazine,article,https://www.nytimes.com/2016/03/17/t-magazine/design/middle-eastern-fonts-letters-graphics.html,News,,nyt://article/e3f84012-c0cf-539c-a320-d75c516e1608
Syria Refugee,The plan  brokered by Chancellor Angela Merkel of Germany  would include accelerated prospects for Turkey to join the European Union.,BRUSSELS — European Union authorities sought on Wednesday to alter the terms of a provisional agreement brokered by Chancellor Angela Merkel of Germany to curb the flow of migrants and refugees streaming into Europe through Turkey. ,The plan  brokered by Chancellor Angela Merkel of Germany  would include accelerated prospects for Turkey to join the European Union.,The New York Times,6,E.U. Aims to Revise Proposed Migrants Deal With Turkey,E.U. Seeks Revised Plan to Curb Flow of Refugees,2016-03-17T01:52:48+0000,Foreign,World,article,https://www.nytimes.com/2016/03/17/world/europe/eu-aims-to-revise-proposed-migrants-deal-with-turkey.html,News,,nyt://article/d34fb27a-eb85-51d5-9a7f-c46d2d2340b1
Syria Refugee,Any agreement between Europe and President Erdogan must respect international law and the values of the E.U.,When European leaders  who are under pressure to find solutions to the refugee crisis  meet this week to finalize a deal with Turkey  they should weigh the serious legal and moral questions it raises.,Any agreement between Europe and President Erdogan must respect international law and the values of the E.U.,The New York Times,,Reconsider a Refugee Deal With Turkey,Reconsider a Refugee Deal With Turkey,2016-03-16T13:03:57+0000,Editorial,Opinion,article,https://www.nytimes.com/2016/03/16/opinion/reconsider-a-refugee-deal-with-turkey.html,Editorial,,nyt://article/5e8a4588-0d46-5494-8f50-757e1ee3f0f2
Syria Refugee,The Balkan nation turned back hundreds of people who had crossed a fast-moving river at the border in an attempt to move northward in pursuit of asylum.,SKOPJE  Macedonia — A day after they went around a border fence and crossed a river to Macedonia in a desperate effort to escape a tent city where they had been trapped for weeks  about 1 500 migrants were sent back to Greece on Tuesday.,The Balkan nation turned back hundreds of people who had crossed a fast-moving river at the border in an attempt to move northward in pursuit of asylum.,The New York Times,8,Migrants Who Forded River to Reach Macedonia Are Returned to Greece,Macedonia Sends Migrants Who Fled Tent City Back to Greece,2016-03-15T17:14:20+0000,Foreign,World,article,https://www.nytimes.com/2016/03/16/world/europe/macedonia-sends-1500-migrants-back-to-greece.html,News,,nyt://article/b0de4026-e3a1-542a-9c09-424e650b986a
Syria Refugee,Migrants formed a human chain to cross a river; at least three drowned. It was unclear whether they will be sent back to Greece.,SKOPJE  Macedonia — Hundreds of migrants braved a fast-moving river to cross from Greece into Macedonia on Monday  defying efforts by European officials to stop people fleeing war and desperation from traveling through the Balkans to Germany and other destinations.,Migrants formed a human chain to cross a river; at least three drowned. It was unclear whether they will be sent back to Greece.,The New York Times,4,Defying E.U.  Hundreds of Migrants Enter Macedonia From Greece,Migrants Form a Human Chain  but Some Are Swept Away ,2016-03-14T20:47:15+0000,Foreign,World,article,https://www.nytimes.com/2016/03/15/world/europe/european-refugee-crisis.html,News,,nyt://article/1bb16841-90c1-5d2f-bfe8-10da0eeb77b0
Syria Refugee,Humanitarian commitments made to refugees must not be abandoned now.,STRASBOURG  France — The protection of refugees is an integral part of the international order for safeguarding human rights that countries developed in the aftermath of the atrocities of World War II. It’s in that context that European nations agreed on an array of rules on human rights and the treatment of refugees  resulting in probably the world’s best-functioning system for protecting them.,Humanitarian commitments made to refugees must not be abandoned now.,The New York Times,,Stop Your Backsliding  Europe,Stop Your Backsliding  Europe,2016-03-14T12:00:05+0000,OpEd,Opinion,article,https://www.nytimes.com/2016/03/15/opinion/stop-your-backsliding-europe.html,Op-Ed,,nyt://article/c5c817a0-64ee-5ed7-940c-86ad79a93249
Syria Refugee,The Oakland Athletics reliever and his girlfriend have endorsed social causes that are not always closely embraced by professional athletes.,MESA  Ariz. — Sean Doolittle  the ace reliever for the Oakland Athletics  would rather not be known that way. He has a charming impulse to ridicule anything that sounds absurd and self-righteous  even if it is accurate. His Twitter handle — @whatwouldDOOdo — is a pun and a question  a vessel for jokes  but also for good will.,The Oakland Athletics reliever and his girlfriend have endorsed social causes that are not always closely embraced by professional athletes.,The New York Times,1,Off the Mound  Sean Doolittle Brings Relief to the Ostracized,Off the Mound  Bringing Relief to the Ostracized,2016-03-12T17:35:50+0000,Sports,Sports,article,https://www.nytimes.com/2016/03/13/sports/baseball/off-the-mound-sean-doolittle-brings-relief-to-the-ostracized.html,News,,nyt://article/d7925249-bc6f-53fd-89dd-32e62bf0425b
Syria Refugee,Since Tuesday  countries in southeastern Europe have moved to close the migrant trail  even as the European Union continues talks with Turkey.,LONDON — The route that more than one million migrants have used to traverse southeastern Europe was effectively shut down Wednesday  when four Balkan nations stopped waving the migrants through on their journey northward.,Since Tuesday  countries in southeastern Europe have moved to close the migrant trail  even as the European Union continues talks with Turkey.,The New York Times,7,Balkan Nations Shut Down March of Migrants,Balkan Nations Block Migrants&#8217; Path to Europe,2016-03-09T19:09:16+0000,Foreign,World,article,https://www.nytimes.com/2016/03/10/world/europe/europe-refugee-crisis.html,News,,nyt://article/58e5fcb9-2b17-5aef-b1ec-f951236d0308
Syria Refugee,The government said Tuesday that Canada would bring in a total of 55 800 political refugees this year  many of them fleeing the Syrian civil war., After achieving its initial target of admitting 25 000 refugees from Syria late last month  the government said Tuesday that Canada would bring in a total of 55 800 political refugees this year  many of them fleeing the Syrian civil war. Despite the Liberal government’s push to admit Syrian refugees  many private groups that have raised money to sponsor refugee families still find themselves without anyone to host. John McCallum  the immigration minister  said that the government would triple the annual limit for privately sponsored refugees to 18 000 people this year. The new limits are part of an overall goal of admitting 305 000 immigrants  a portion of whom are political refugees  as permanent residents this year  compared with 285 000 last year. Mr. McCallum said the rules would be changed to make it easier for previous immigrants to bring family members to the country. ,The government said Tuesday that Canada would bring in a total of 55 800 political refugees this year  many of them fleeing the Syrian civil war.,The New York Times,7,Canada: Government Raises Its Target for Admitting Political Refugees,The Americas; Canada: Government Raises Its Target for Admitting Political Refugees,2016-03-09T01:09:39+0000,Foreign,World,article,https://www.nytimes.com/2016/03/09/world/americas/canada-government-raises-its-target-for-admitting-political-refugees.html,Brief,,nyt://article/fbc7116f-e1fe-55f8-b70b-12702ec5fa94
Syria Refugee,A look at the tentative accord reached Tuesday to help address the migration crisis that has roiled the Continent., European Union leaders and Turkey reached a tentative deal early Tuesday morning to help resolve the migration crisis that has roiled the Continent. But human rights advocates have raised concerns about the accord. ,A look at the tentative accord reached Tuesday to help address the migration crisis that has roiled the Continent.,The New York Times,8,How Europe’s Deal With Turkey Aims to Resolve the Migrant Crisis,How Deal Aims to Stem Flow of Migrants to Europe ,2016-03-08T18:53:19+0000,Foreign,World,article,https://www.nytimes.com/2016/03/09/world/europe/european-union-turkey-migrants-refugees.html,Question,,nyt://article/2610e3f7-4321-5f08-a97f-d387dc632c9c
Syria Refugee,Turkish leaders asked for more money to deal with the millions of Syrian refugees and sought progress on their effort to join the European Union.,BRUSSELS — Turkey surprised European Union leaders on Monday by hitting them with a new set of demands if it is to help stem the flow of refugees from Syria and Iraq and other migrants seeking to enter Europe.,Turkish leaders asked for more money to deal with the millions of Syrian refugees and sought progress on their effort to join the European Union.,The New York Times,11,Turkey Places Conditions on E.U. for Migrant Help,Turkey Places Conditions on E.U. for Migrant Help,2016-03-07T18:38:52+0000,Foreign,World,article,https://www.nytimes.com/2016/03/08/world/europe/europe-migrants-refugees-turkey.html,News,,nyt://article/edaaa1d5-4e49-5950-9c95-d3118606f189
Syria Refugee,Despite vicious rhetoric in politics and a rash of anti-Muslim crimes across the country  I felt safe. Until now.,THE Islamic Society of North America’s headquarters sit atop a grassy hill overlooking Plainfield  Ind. The complex includes a prayer hall  a space for community events and a field house with a basketball court and playground. It is surrounded by cornfields. As the largest mosque in the Indianapolis area  it draws hundreds of families  especially during Ramadan and on holidays.,Despite vicious rhetoric in politics and a rash of anti-Muslim crimes across the country  I felt safe. Until now.,The New York Times,10,When the Tide of Islamophobia Reached My Hometown Mosque,Reading Hate on the Wall,2016-03-05T19:30:06+0000,OpEd,Opinion,article,https://www.nytimes.com/2016/03/06/opinion/sunday/when-the-tide-of-islamophobia-reached-my-hometown-mosque.html,Op-Ed,,nyt://article/182584b6-b437-5d88-b6b6-77b74b855758
Syria Refugee,The Republican debate in Detroit was the first time the two shared the same stage since August  when tensions between them were high.,The much-anticipated return of Megyn Kelly and Donald J. Trump to a prime-time debate started innocently enough.,The Republican debate in Detroit was the first time the two shared the same stage since August  when tensions between them were high.,The New York Times,,Megyn Kelly and Donald Trump Avoid Hostilities,,2016-03-04T13:18:57+0000,Business,Business Day,article,https://www.nytimes.com/2016/03/05/business/media/megyn-kelly-and-donald-trump-avoid-hostilities.html,News,,nyt://article/c19817c9-3b95-5719-b91e-a4dd5ea11530
Syria Refugee,Following is a transcript of the 11th G.O.P. debate  prepared by the Federal News Service. Just four candidates were on the stage for the event.,Following is a transcript of the Republican debate  as transcribed by the Federal News Service.,Following is a transcript of the 11th G.O.P. debate  prepared by the Federal News Service. Just four candidates were on the stage for the event.,The New York Times,,Transcript of the Republican Presidential Debate in Detroit,,2016-03-04T05:06:30+0000,National,U.S.,article,https://www.nytimes.com/2016/03/04/us/politics/transcript-of-the-republican-presidential-debate-in-detroit.html,Text,,nyt://article/55a471fd-599b-56ce-9ffc-9d58ccc2504d
Syria Refugee,Remarks by Donald Tusk  president of the European Council  signaled Europe’s determined turn away from Germany’s approach to absorbing migrants.,BRUSSELS — As Europe’s migrant crisis spiraled toward yet another humanitarian catastrophe  a European Union leader issued a stark warning Thursday to millions in search of economic opportunity: Stay away.,Remarks by Donald Tusk  president of the European Council  signaled Europe’s determined turn away from Germany’s approach to absorbing migrants.,The New York Times,7,Europe  Reeling From Strain  Tells Economic Migrants: Don’t Bother,Citing Strain on Continent  E.U. Leader Warns Away Economic Migrants,2016-03-03T21:09:45+0000,Foreign,World,article,https://www.nytimes.com/2016/03/04/world/europe/eu-leader-sends-economic-migrants-a-blunt-warning-dont-come.html,News,,nyt://article/1afb2534-2fff-57c5-96ba-13c630b7332c
Syria Refugee,A nativist  sexist  arguably fascist and racist liar is the front-runner for the Republican Party’s presidential nomination.,Sometimes you have to simply step back from the hubbub and take stock  with cleareyed sobriety  at a moment in history to fully appreciate its epochal import. Now is such a time.,A nativist  sexist  arguably fascist and racist liar is the front-runner for the Republican Party’s presidential nomination.,The New York Times,,Demagogue for President,,2016-03-03T08:21:04+0000,OpEd,Opinion,article,https://www.nytimes.com/2016/03/03/opinion/campaign-stops/demagogue-for-president.html,Op-Ed,,nyt://article/b45577b7-ba2f-57fe-a0cd-00c55063f661
Syria Refugee,Saudi Arabia’s tactic could allow Iran to increase its role in Lebanon through its ally  the militant group Hezbollah.,BEIRUT  Lebanon — Even as Iran and Saudi Arabia supported opposite sides in a bitter and bloody proxy war in Syria  the two adversaries managed to preserve a tense calm just over the border in Lebanon  where they have long competed for influence.,Saudi Arabia’s tactic could allow Iran to increase its role in Lebanon through its ally  the militant group Hezbollah.,The New York Times,1,Saudi Arabia Cuts Billions in Aid to Lebanon  Opening Door for Iran,Saudi Arabia Cuts Billions in Aid to Lebanon,2016-03-03T02:06:19+0000,Foreign,World,article,https://www.nytimes.com/2016/03/03/world/middleeast/saudi-arabia-cuts-billions-in-aid-to-lebanon-opening-door-for-iran.html,News,,nyt://article/57127bbc-07a7-52d1-946e-1bfefddf4a92
Syria Refugee,For evangelical voters like me  backing Trump is a huge mistake.,AMONG the most inexplicable developments in this bizarre political year is that Donald Trump is the candidate of choice of many evangelical Christians.,For evangelical voters like me  backing Trump is a huge mistake.,The New York Times,29,What Wouldn’t Jesus Do?,What Wouldn’t Jesus Do?,2016-03-01T08:21:03+0000,OpEd,Opinion,article,https://www.nytimes.com/2016/03/01/opinion/campaign-stops/what-wouldnt-jesus-do.html,Op-Ed,,nyt://article/0788e996-4508-5560-b0cb-d2389f99fe57
Syria Refugee,In a statement  the World Food Program  the main United Nations anti-hunger agency  said $675 million pledged would allow it to “fully reinstate” the reduced aid.,The United Nations announced on Monday that it would fully restore all food aid to hundreds of thousands of war-ravaged Syrians that had been cut by funding shortfalls. In a statement  the World Food Program  the main United Nations anti-hunger agency  said $675 million pledged at a London donor conference in February would allow it to “fully reinstate” the reduced aid to Syrian refugees in Jordan  Lebanon  Iraq and Egypt for the rest of 2016. The money will also allow the agency to restore cutbacks imposed on internally displaced Syrians  at least until October. Most of the new money was provided by Germany  the statement said. The World Food Program  a pillar of aid to Syrian civilians in the five-year-old war  was forced to make cuts last year because its budget was drastically underfunded.  ,In a statement  the World Food Program  the main United Nations anti-hunger agency  said $675 million pledged would allow it to “fully reinstate” the reduced aid.,The New York Times,10,Syria: United Nations Says Food Aid Will Be Restored,Middle East; Syria: United Nations Says Food Aid Will Be Restored,2016-03-01T02:12:51+0000,Foreign,World,article,https://www.nytimes.com/2016/03/01/world/middleeast/syria-united-nations-says-food-aid-will-be-restored.html,Brief,,nyt://article/ee9f72fb-3359-552c-ac33-61cbbf9556c9
Syria Refugee,An ambitious plan for the 69-acre Regent Park neighborhood is disrupting entrenched notions of class  race and religion  at a time when concerns over income inequality and immigration are growing.,TORONTO — Her face framed by a yellow hijab  Idil Hassan watched her young daughter splash with other children at the Regent Park Aquatic Center  an architectural jewel of glass  wood and chlorine in the middle of Canada’s largest housing project.,An ambitious plan for the 69-acre Regent Park neighborhood is disrupting entrenched notions of class  race and religion  at a time when concerns over income inequality and immigration are growing.,The New York Times,6,In Toronto  a Neighborhood in Despair Transforms Into a Model of Inclusion,A Neighborhood in Despair Transforms Into a Model of Inclusion ,2016-02-29T01:15:09+0000,Foreign,World,article,https://www.nytimes.com/2016/02/29/world/americas/in-toronto-a-neighborhood-in-despair-transforms-into-a-model-of-inclusion.html,News,,nyt://article/322f1c13-6e98-540b-83dc-1c4141855531
Syria Refugee,Ted Cruz  Donald Trump and Marco Rubio hurled insults at each other ahead of Tuesday’s Nevada caucus and Thursday’s debate.,Immigrants  Muslims  Syrian refugees and the poor got a relative pass this week as the Republican presidential front-runners instead attacked one another.,Ted Cruz  Donald Trump and Marco Rubio hurled insults at each other ahead of Tuesday’s Nevada caucus and Thursday’s debate.,The New York Times,,The Rest of the World Gets a Breather as Republican Presidential Candidates Attack One Another,,2016-02-23T23:01:34+0000,OpEd,Opinion,article,https://takingnote.blogs.nytimes.com/2016/02/23/the-rest-of-the-world-gets-a-breather-as-republican-presidential-candidates-attack-one-another/,News,,nyt://article/816f9020-5723-5a92-928e-e13bd56296e1
Syria Refugee,Both sides point to the case of a California man suspected of going to Syria to fight with terrorist groups and of lying about it to the authorities.,WASHINGTON — The arrest of a California man on charges that he traveled to Syria to fight with terrorist groups  then lied about it to the Department of Homeland Security  offers new ammunition for both sides in the fierce debate over the refugee policy of the Obama administration.,Both sides point to the case of a California man suspected of going to Syria to fight with terrorist groups and of lying about it to the authorities.,The New York Times,9,Arrest of Refugee Fuels U.S. Debate on Immigration Policy,Refugee&#8217;s Arrest Stokes U.S. Immigration Debate,2016-02-19T18:20:40+0000,National,U.S.,article,https://www.nytimes.com/2016/02/20/us/politics/us-immigration-policy-screening.html,News,,nyt://article/df9fe9b7-e75b-5110-83bb-55e177055697
Syria Refugee,Bistros  bars and cafes in the Badaro section beckon residents to forget their daily troubles.,Bistros  bars and cafes in the Badaro section beckon residents to forget their daily troubles.,Bistros  bars and cafes in the Badaro section beckon residents to forget their daily troubles.,The New York Times,,Where to Go in Beirut,,2016-02-19T16:26:30+0000,Travel,Travel,multimedia,https://www.nytimes.com/interactive/2016/02/19/travel/where-to-go-in-beirut.html,Interactive Feature,,nyt://interactive/90b3c228-be6c-5e74-9a3f-e123826d75f8
Syria Refugee,The German chancellor needs to set limits on the number of refugees  but she also needs help from her Western allies.,BERLIN — A former German chancellor  Gerhard Schröder  recently called Angela Merkel’s decision to open the door to an unlimited number of refugees a “mistake” and offered this verdict: Merkel had a “heart  but no plan.”,The German chancellor needs to set limits on the number of refugees  but she also needs help from her Western allies.,The New York Times,19,Will Merkel Pay for Doing the Right Thing?,Merkel’s Good Deed Tested,2016-02-14T22:00:41+0000,Editorial,Opinion,article,https://www.nytimes.com/2016/02/15/opinion/will-merkel-pay-for-doing-the-right-thing.html,Op-Ed,,nyt://article/85af55b1-6d72-563b-804c-eed392074b50
Syria Refugee,Corrections appearing in print on Sunday  February 14  2016.,METROPOLITAN,Corrections appearing in print on Sunday  February 14  2016.,The New York Times,3,Corrections: February 14  2016,Corrections,2016-02-14T07:23:29+0000,Summary,Corrections,article,https://www.nytimes.com/2016/02/14/pageoneplus/corrections-february-14-2016.html,News,,nyt://article/eb564a4a-397b-5fbf-9f6b-ecf6eb9d1f4f
Syria Refugee,Jordan’s leaders face appeals from an overwhelmed public and from European nations urging them to stop the Syrians from heading to the West.,AMMAN  Jordan — King Abdullah II made his people an extraordinary promise last week: For every job the government offered Syrian refugees  it would create five jobs for Jordanians.,Jordan’s leaders face appeals from an overwhelmed public and from European nations urging them to stop the Syrians from heading to the West.,The New York Times,,Jordan Struggles Under a Wave of Syrian Refugees,Jordan Struggling Under Wave Of Refugees ,2016-02-13T23:15:04+0000,Foreign,World,article,https://www.nytimes.com/2016/02/14/world/middleeast/jordan-syria-refugees.html,News,,nyt://article/4b5c633f-fd3b-5cd2-b4b8-423e7578bea0
Syria Refugee,Increased patrols and cold weather have done little to dissuade refugees fleeing war  and those who drown and are unclaimed are each given numbers and buried.,IZMIR  Turkey — City workers shoveled dirt over the two coffins  one at a time  as an imam  in plaintive and meditative tones  sang prayers in Arabic.,Increased patrols and cold weather have done little to dissuade refugees fleeing war  and those who drown and are unclaimed are each given numbers and buried.,The New York Times,12,Constant Tide of Migrants at Sea  and at Turkish Cemetery,As Death Toll Mounts  Turkey Gives Migrants a Final Resting Place ,2016-02-13T10:58:03+0000,Foreign,World,article,https://www.nytimes.com/2016/02/14/world/europe/constant-tide-of-migrants-at-sea-and-at-turkish-cemetery.html,News,,nyt://article/21942aa6-e30f-5a98-b06f-4aecad383f2c
Syria Refugee,Senate stand-ins for Mr. Cruz  who had been blocking the nominees for ambassador  gave the presidential contender what he wanted and ended a long impasse.,WASHINGTON — As diplomatic crises go  the latest doings in the Senate fell somewhat short of Iran’s capture of wayward American sailors or North Korea’s fourth nuclear test. But on Friday morning  an embarrassing stain on the nation was erased. After 869 days  Norway finally has an ambassador.,Senate stand-ins for Mr. Cruz  who had been blocking the nominees for ambassador  gave the presidential contender what he wanted and ended a long impasse.,The New York Times,14,For Norway  an Envoy; For Cruz  a Street Name,For Norway  an Envoy; for Cruz  a Street Name,2016-02-12T18:57:18+0000,National,U.S.,article,https://www.nytimes.com/2016/02/13/us/politics/ted-cruz-is-appeased-and-norway-and-sweden-get-ambassadors.html,News,,nyt://article/3615e10a-5dd3-5275-bf9a-5420db9edbbb
Syria Refugee,Michele Fiore  a conservative Republican Nevada assembly member  emerged as the calm mediator in the final hours of an occupation of an Oregon wildlife refuge.,SEATTLE — She has embraced  with a smile and a flourish of diamonds  the imagery of guns  glitter and a hard-edge Western femininity. She drew criticism for appearing to endorse violence against Syrian refugees and for referring to a black lawmaker as “colored.” Her Christmas card last year showed nearly every family member  right down to a small child in glasses  with a firearm in hand or strapped to a hip.,Michele Fiore  a conservative Republican Nevada assembly member  emerged as the calm mediator in the final hours of an occupation of an Oregon wildlife refuge.,The New York Times,11,Unlikely Peacemaker  Michele Fiore  Helps End Oregon Standoff,Unlikely Peacemaker Helps End Standoff,2016-02-11T20:37:44+0000,National,U.S.,article,https://www.nytimes.com/2016/02/12/us/oregon-occupier-david-fry-talked-of-suicide-as-sympathizers-implored-him-to-leave.html,News,,nyt://article/25d147d9-5f59-512c-a9a9-5fa90e16767d
Syria Refugee,A candidate for Congress known for fighting claims of government encroachment talked her way into a tense negotiation with the occupiers.,A Nevada state lawmaker whose political life has been largely animated by concerns over individual liberty and gun rights emerged as an unlikely figure in negotiating the final stage of the standoff in eastern Oregon on Thursday.,A candidate for Congress known for fighting claims of government encroachment talked her way into a tense negotiation with the occupiers.,The New York Times,,Michele Fiore  a Nevada Assemblywoman  Finds Unlikely Role at Oregon Standoff’s End,,2016-02-11T19:44:54+0000,National,U.S.,article,https://www.nytimes.com/2016/02/12/us/michele-fiore-returns-to-spotlight-during-oregon-standoff.html,News,,nyt://article/86122bd9-28a0-5a99-a0d4-0043cf20e336
Syria Refugee,Members of rebel groups fighting the government say they see little urgency from Washington in trying to save its investment.,GAZIANTEP  Turkey — The United States and its allies have spent many millions of dollars backing Syrian opposition fighters they deem relatively moderate and secular  and civilian groups whose work on small businesses and local councils they billed as the cornerstone of Syria’s future.,Members of rebel groups fighting the government say they see little urgency from Washington in trying to save its investment.,The New York Times,4,Syrian Opposition Groups Sense U.S. Support Fading,Syrian Opposition Groups Sense Fading U.S. Support,2016-02-10T01:12:04+0000,Foreign,World,article,https://www.nytimes.com/2016/02/10/world/middleeast/syrian-opposition-groups-sense-us-support-fading.html,News,,nyt://article/7a936efa-5f4b-5536-a411-3f14fec48693
